"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IFI27L2",1.08768283480564e-204,0.388938635126384,0.585,0.125,2.8640864406102e-200,"2","IFI27L2"
"RPS6KA3",1.12584316666376e-204,0.639123592858238,0.461,0.081,2.96457022645901e-200,"2","RPS6KA3"
"LTBR",1.65403304692103e-204,0.89073748048274,0.734,0.23,4.35539981915244e-200,"2","LTBR"
"RNASE4",2.41204164644698e-204,0.403251266648531,0.36,0.045,6.35138806342418e-200,"2","RNASE4"
"SGSM1",3.43044820523052e-204,0.70641506680119,0.465,0.083,9.033056214013e-200,"2","SGSM1"
"ACER3",6.13729914446612e-204,0.976345383604039,0.727,0.224,1.61607361072082e-199,"2","ACER3"
"QPCT",1.05296107354064e-203,0.508212940538807,0.511,0.095,2.77265709884721e-199,"2","QPCT"
"CD991",1.82740857970381e-203,1.11593227728016,0.989,0.432,4.81193227207608e-199,"2","CD99"
"P4HTM",3.88320015608503e-202,0.421590272725743,0.609,0.136,1.02252426510031e-197,"2","P4HTM"
"CAMK2N1",4.13757301647142e-202,0.433044429694667,0.872,0.252,1.08950572669725e-197,"2","CAMK2N1"
"CNKSR3",4.98607926314654e-202,0.868024256606322,0.647,0.171,1.31293439157175e-197,"2","CNKSR3"
"LPP",1.79280818948469e-201,0.684387260893012,0.722,0.202,4.72082252455108e-197,"2","LPP"
"RRBP1",3.07438934645574e-201,0.448035739897372,0.533,0.107,8.09548202708727e-197,"2","RRBP1"
"CTSZ",6.09532652841928e-201,0.428572341299141,0.679,0.172,1.60502138146337e-196,"2","CTSZ"
"GAA",1.49120982437053e-200,0.515595033506053,0.495,0.094,3.92665370953249e-196,"2","GAA"
"TSPAN33",4.98633036934879e-200,0.453699372182154,0.308,0.032,1.31300051285692e-195,"2","TSPAN33"
"C12orf75",7.22692718183214e-200,0.338768538680188,0.764,0.205,1.90299446552004e-195,"2","C12orf75"
"SUMF2",2.7046766962998e-199,0.521470265205958,0.559,0.121,7.12195467669663e-195,"2","SUMF2"
"VWA5B2",5.7734072355281e-199,0.422969534060121,0.364,0.047,1.52025359325926e-194,"2","VWA5B2"
"CELF3",3.01790005254639e-198,0.387953106605482,0.525,0.102,7.94673441836515e-194,"2","CELF3"
"LRP11",4.27206594998911e-198,0.360716887677312,0.429,0.07,1.12492040595113e-193,"2","LRP11"
"MZT2A",6.35473997207339e-198,0.620291437871865,0.67,0.174,1.67333012944636e-193,"2","MZT2A"
"CYSTM11",6.94020965489431e-198,0.5571948569046,0.903,0.297,1.82749600632677e-193,"2","CYSTM1"
"CNTN1",1.16639051275462e-197,0.409765610558028,0.399,0.059,3.07133949818546e-193,"2","CNTN1"
"ATM",3.00678449132774e-197,0.798701813460837,0.694,0.199,7.91746492256421e-193,"2","ATM"
"RP5-1014D13.2",3.76630695221619e-197,0.883128617834048,0.768,0.251,9.91743946657566e-193,"2","RP5-1014D13.2"
"MZT2B",7.13956835999238e-197,0.637255569400552,0.802,0.242,1.87999114055319e-192,"2","MZT2B"
"GNB2",1.0770622319349e-196,0.543317994223549,0.732,0.201,2.83612026913098e-192,"2","GNB2"
"CTA-228A9.4",2.85347748532964e-196,0.843287396902624,0.7,0.216,7.51377691437002e-192,"2","CTA-228A9.4"
"G6PC3",3.39152136699765e-196,0.384395271401162,0.522,0.106,8.93055406357822e-192,"2","G6PC3"
"HSD17B14",4.58856163394367e-196,0.365587835645095,0.426,0.068,1.20826004945005e-191,"2","HSD17B14"
"WBSCR22",9.85836512105116e-196,0.410125226119707,0.496,0.096,2.59590470367519e-191,"2","WBSCR22"
"TMED4",1.76914582878154e-195,0.408454611291371,0.606,0.142,4.65851479634756e-191,"2","TMED4"
"GNG4",4.62832681729891e-195,0.304783715261768,0.611,0.136,1.21873101753115e-190,"2","GNG4"
"VWA1",1.08638164904761e-194,0.484579658232814,0.649,0.16,2.86066015827216e-190,"2","VWA1"
"KCNK17",1.4172842078464e-194,0.557863987207628,0.293,0.029,3.73199277610113e-190,"2","KCNK17"
"ARSA",1.64078519788282e-193,0.515850787922871,0.499,0.1,4.32051558306505e-189,"2","ARSA"
"SNHG14",2.49656812787202e-193,0.502816024448814,0.593,0.14,6.57396319431261e-189,"2","SNHG14"
"P2RX4",1.35995965852087e-192,0.493615270453403,0.45,0.081,3.58104577281716e-188,"2","P2RX4"
"CD164",3.0469438976423e-192,0.444144038854433,0.674,0.175,8.0232126712717e-188,"2","CD164"
"SMPD1",4.67509840844954e-192,0.510437795984957,0.601,0.141,1.23104691291293e-187,"2","SMPD1"
"ESYT1",8.03971153290399e-192,0.460657173615984,0.595,0.135,2.11701684084428e-187,"2","ESYT1"
"SEPN1",8.71967766486815e-192,0.443920729830621,0.426,0.072,2.29606552271308e-187,"2","SEPN1"
"STARD10",1.57482058299257e-191,0.439417319227401,0.616,0.15,4.14681755913604e-187,"2","STARD10"
"RP11-326I11.3",2.71960264780496e-191,0.539467035265085,0.513,0.106,7.16125769220002e-187,"2","RP11-326I11.3"
"CYSLTR1",4.89522223222432e-191,0.531430609777878,0.454,0.084,1.28900991818931e-186,"2","CYSLTR1"
"GPAA1",7.77209182546698e-191,0.404803106345003,0.504,0.102,2.04654721948197e-186,"2","GPAA1"
"PARM1",1.99260358158417e-190,0.372363008323343,0.571,0.124,5.24692375102744e-186,"2","PARM1"
"PDIA3",2.6883040586652e-190,0.691947840094864,0.911,0.325,7.0788422472772e-186,"2","PDIA3"
"TYW5",4.59938009619204e-190,0.718480496113688,0.554,0.128,1.21110876692929e-185,"2","TYW5"
"FKBP2",1.20564546074631e-189,0.641397617084831,0.766,0.225,3.17470562723717e-185,"2","FKBP2"
"CD46",3.7876702283335e-189,0.557769350518299,0.51,0.107,9.97369324524776e-185,"2","CD46"
"C1orf210",6.35576561745164e-189,0.416533318863327,0.332,0.042,1.67360020238736e-184,"2","C1orf210"
"NME4",6.89091698225296e-189,0.268319237280427,0.581,0.132,1.81451625976685e-184,"2","NME4"
"RP5-964N17.1",7.59718322503918e-189,0.986450157311255,0.992,0.552,2.00049028681732e-184,"2","RP5-964N17.1"
"NR4A1",1.06872620497255e-188,0.54693696644177,0.588,0.135,2.81416984293372e-184,"2","NR4A1"
"MALAT11",1.26262427176283e-188,0.985253060625792,1,0.777,3.32474223240589e-184,"2","MALAT1"
"MBOAT2",1.38220357779503e-188,0.500711897840636,0.342,0.045,3.63961846104986e-184,"2","MBOAT2"
"PHPT1",1.73214739553968e-188,0.393427885075191,0.581,0.134,4.56109052193509e-184,"2","PHPT1"
"FAM131C",1.73306436668843e-188,0.284232062644734,0.367,0.051,4.56350509036398e-184,"2","FAM131C"
"METRN",4.0641456108698e-188,0.377883552445979,0.709,0.186,1.07017082225424e-183,"2","METRN"
"RHOB",4.41553646544738e-188,0.612214278056207,0.669,0.171,1.16269906208161e-183,"2","RHOB"
"SCD",6.96221470442891e-188,0.368645088426515,0.696,0.176,1.83329037597022e-183,"2","SCD"
"UQCR11.1",1.0599257737254e-187,0.555961828197678,0.819,0.251,2.79099654737371e-183,"2","UQCR11.1"
"KANK1",6.63704837127321e-187,0.519867814768511,0.414,0.07,1.74766757712366e-182,"2","KANK1"
"KIAA1377",7.88879229624596e-187,0.34355938954863,0.335,0.042,2.07727678744749e-182,"2","KIAA1377"
"CALCOCO2",1.23752686326014e-186,0.35863376629241,0.518,0.108,3.25865573633661e-182,"2","CALCOCO2"
"CNNM1",1.45993937272413e-186,0.458706151288135,0.306,0.035,3.84431235625719e-182,"2","CNNM1"
"SSX2IP",2.01040959593158e-186,0.40158247956071,0.269,0.025,5.29381054800703e-182,"2","SSX2IP"
"C1orf1221",2.66797231421642e-186,0.437816643182682,0.737,0.21,7.02530469779467e-182,"2","C1orf122"
"FAM210B",1.13284901635115e-185,0.396453072848622,0.469,0.091,2.98301802985584e-181,"2","FAM210B"
"IDI1",1.1744000532159e-185,0.542565478544313,0.408,0.068,3.09243022012812e-181,"2","IDI1"
"CORO7",2.07895474011145e-185,0.519019920071921,0.368,0.055,5.47430362166146e-181,"2","CORO7"
"HAGH",3.40607912939145e-185,0.48399914411835,0.6,0.148,8.96888756351358e-181,"2","HAGH"
"YIPF4",1.79630172564723e-184,0.682018915284422,0.685,0.201,4.73002170397428e-180,"2","YIPF4"
"SPG7",2.24374585472468e-184,0.549646458426991,0.656,0.177,5.90823158466104e-180,"2","SPG7"
"ZNF813",2.92191938583224e-184,0.783010477774772,0.351,0.05,7.69399812677346e-180,"2","ZNF813"
"NDUFA13",5.25493039014132e-184,0.537795861880051,0.748,0.218,1.38372827033201e-179,"2","NDUFA13"
"CST3",8.48326381789138e-184,0.871007533083526,0.976,0.395,2.23381302852716e-179,"2","CST3"
"NPAS4",5.79715842262723e-183,0.702912715368019,0.272,0.026,1.5265077558462e-178,"2","NPAS4"
"RP5-892K4.1",9.45144538110538e-183,0.732134273727682,0.545,0.131,2.48875459775267e-178,"2","RP5-892K4.1"
"RGS7",1.11135581708291e-182,0.436166039633895,0.409,0.069,2.92642213754272e-178,"2","RGS7"
"GPX31",1.32947845106392e-182,0.868119409835084,0.949,0.343,3.50078265734152e-178,"2","GPX3"
"C9orf16",1.7669246824054e-182,0.364499638584677,0.453,0.085,4.6526660737099e-178,"2","C9orf16"
"ARID1B",9.34892222374192e-182,0.425914573046321,0.54,0.121,2.46175819995572e-177,"2","ARID1B"
"WNT4",1.9495774272175e-181,0.305647968652203,0.543,0.116,5.13362728134911e-177,"2","WNT4"
"PEMT1",2.33077694385744e-181,0.693433911885274,0.936,0.308,6.13740184856542e-177,"2","PEMT"
"RAB3GAP2",1.00383433101063e-180,0.478864579448705,0.51,0.11,2.6432965604172e-176,"2","RAB3GAP2"
"SMDT1",3.39704382352373e-180,0.377822774983954,0.626,0.157,8.94509579610268e-176,"2","SMDT1"
"SERPINE2",2.11120042275362e-179,0.397201918629709,0.438,0.079,5.55921295319484e-175,"2","SERPINE2"
"NME3",2.43277967306838e-179,0.458242292816522,0.446,0.085,6.40599543512366e-175,"2","NME3"
"PAX61",3.8724986760641e-179,0.312088538824179,0.751,0.202,1.0197063513812e-174,"2","PAX6"
"BEX1",6.24447098534156e-179,0.327388931227707,0.822,0.235,1.64429409986014e-174,"2","BEX1"
"GDA",9.37658309744992e-179,0.476808416253135,0.303,0.036,2.46904186122051e-174,"2","GDA"
"SCARB2",1.27239538093437e-178,0.418971408812909,0.755,0.22,3.35047151707637e-174,"2","SCARB2"
"ERBB3",3.58865964904508e-178,0.538420191472805,0.501,0.109,9.44965858786552e-174,"2","ERBB3"
"CRELD1",2.06124955789675e-177,0.602551361965765,0.523,0.121,5.42768233585373e-173,"2","CRELD1"
"CERS4",4.06791853681767e-177,0.44102279199599,0.343,0.049,1.07116430911483e-172,"2","CERS4"
"PNISR",8.17686242230477e-177,0.267316065202607,0.614,0.154,2.15313141304129e-172,"2","PNISR"
"N4BP2L2",1.64177006584702e-176,0.567770667913198,0.505,0.113,4.32310893738837e-172,"2","N4BP2L2"
"ATP6V0B",2.16793635116197e-176,0.398418224647538,0.79,0.239,5.7086099998797e-172,"2","ATP6V0B"
"RAB3B",4.50812964325825e-176,0.627512199380486,0.812,0.28,1.18708069766276e-171,"2","RAB3B"
"LINC00639",5.03542945910582e-176,0.415977368706242,0.365,0.057,1.32592928517175e-171,"2","LINC00639"
"SNRPN",5.72195521316755e-176,0.547055506860143,0.868,0.289,1.50670524673128e-171,"2","SNRPN"
"IFIT3",9.24662622563924e-176,0.703629249577182,0.56,0.14,2.43482161773532e-171,"2","IFIT3"
"PSD",1.0896493807098e-175,0.266968652355196,0.514,0.109,2.86926474928506e-171,"2","PSD"
"GNAO1",1.51764192078159e-175,0.358427704013132,0.403,0.068,3.99625470580209e-171,"2","GNAO1"
"B4GALNT3",1.56889001966203e-175,0.372644906020529,0.307,0.038,4.13120119977406e-171,"2","B4GALNT3"
"ARL21",1.97233169832085e-175,0.346548237240482,0.661,0.179,5.19354382801845e-171,"2","ARL2"
"SLC4A8",2.12406473320122e-175,0.611230004021831,0.454,0.091,5.59308725546544e-171,"2","SLC4A8"
"STX16",2.70104146432215e-175,0.284934688694454,0.505,0.108,7.11238238385307e-171,"2","STX16"
"GDI1",3.90808065035192e-175,0.36352014433077,0.617,0.156,1.02907579685067e-170,"2","GDI1"
"AK2",6.0575911407098e-175,0.299064548347215,0.525,0.118,1.59508489917171e-170,"2","AK2"
"RP11-463O12.5",6.33228279240807e-175,0.848963858135413,0.511,0.124,1.66741670489689e-170,"2","RP11-463O12.5"
"FADS2",3.11931144450514e-174,0.430311320845321,0.403,0.069,8.21377089567093e-170,"2","FADS2"
"SPATS2",3.41117582323407e-174,0.626390695518005,0.539,0.131,8.98230817773994e-170,"2","SPATS2"
"EGR4",3.86555815839161e-174,0.836834868871973,0.38,0.061,1.01787877426768e-169,"2","EGR4"
"SSR41",1.62794750382728e-173,0.584978038293486,0.895,0.307,4.28671136707799e-169,"2","SSR4"
"HMGN21",2.12899006125261e-173,0.369160968681329,0.726,0.207,5.60605662929038e-169,"2","HMGN2"
"HIGD1A",2.05798119602309e-172,0.380156058839349,0.407,0.072,5.419076085368e-168,"2","HIGD1A"
"P3H3",2.57155018390142e-172,0.471696742552241,0.454,0.091,6.77140594424922e-168,"2","P3H3"
"EZR",2.82162545796818e-172,0.381424866506295,0.479,0.098,7.42990415592182e-168,"2","EZR"
"PPIG",2.84873355131957e-172,0.346496674557466,0.548,0.131,7.50128518733468e-168,"2","PPIG"
"KIF5C",3.10453667349014e-172,0.426510539323041,0.438,0.085,8.17486596863423e-168,"2","KIF5C"
"CFC11",4.60369388332359e-172,1.29281248844812,0.963,0.456,1.21224467335677e-167,"2","CFC1"
"ITPR1",8.98453466839362e-172,0.483129457267912,0.33,0.047,2.36580766888141e-167,"2","ITPR1"
"VKORC11",1.15677106631973e-171,0.393846243417397,0.764,0.233,3.04600957183312e-167,"2","VKORC1"
"SSTR3",1.23150358238544e-171,0.313610553009707,0.366,0.057,3.24279523313733e-167,"2","SSTR3"
"ECH1",1.37415675966993e-171,0.332660264704494,0.618,0.159,3.61842957956287e-167,"2","ECH1"
"PCBP2",1.87084675104849e-171,0.378114352923876,0.734,0.216,4.92631366486087e-167,"2","PCBP2"
"MYL6B",2.09398704941427e-171,0.322191120166765,0.499,0.108,5.51388669851765e-167,"2","MYL6B"
"PALLD",3.66214211305321e-171,0.306056564846379,0.437,0.083,9.64315261209172e-167,"2","PALLD"
"GLA",6.13260293734466e-171,0.675482615141072,0.298,0.038,1.6148370054616e-166,"2","GLA"
"AAK1",9.3703768862053e-171,0.544386318313342,0.519,0.124,2.46740764167558e-166,"2","AAK1"
"LINC00665",1.67974245856957e-170,0.326551970680398,0.418,0.077,4.42309784190539e-166,"2","LINC00665"
"DDB1",1.95424805802363e-170,0.350825647727681,0.589,0.15,5.14592598638781e-166,"2","DDB1"
"IDS",3.04489585967768e-170,0.617857787386768,0.859,0.293,8.01781977770328e-166,"2","IDS"
"CAMK2B",4.44847197043995e-170,0.33809446929931,0.489,0.102,1.17137163925625e-165,"2","CAMK2B"
"CADPS",1.41960796843151e-169,0.421664877941566,0.438,0.085,3.73811170247386e-165,"2","CADPS"
"WSB1",1.4694523461371e-169,0.26173625345095,0.692,0.194,3.8693619178482e-165,"2","WSB1"
"ZBTB8A",2.49092472109474e-169,0.679968515375855,0.588,0.158,6.55910297558667e-165,"2","ZBTB8A"
"FGFR1",2.9100923968293e-169,0.27519380758921,0.617,0.16,7.66285529933092e-165,"2","FGFR1"
"AKAP9",7.87328472387247e-169,0.53766029315967,0.53,0.128,2.0731933334901e-164,"2","AKAP9"
"NOMO1",9.47027613181549e-169,0.491244828067489,0.521,0.121,2.49371311102965e-164,"2","NOMO1"
"OCRL",1.28383524991067e-168,0.298971907381207,0.347,0.052,3.38059498006476e-164,"2","OCRL"
"SLC3A2",1.39103078500795e-168,0.319863516602176,0.614,0.16,3.66286226308294e-164,"2","SLC3A2"
"HMGB3",1.41081377215996e-168,0.417910745345528,0.289,0.034,3.7149548248516e-164,"2","HMGB3"
"GATSL2",1.42405690128767e-168,0.331746808229699,0.426,0.081,3.74982663247068e-164,"2","GATSL2"
"CNPY2",1.4460479407289e-168,0.418550349046316,0.593,0.155,3.80773343752734e-164,"2","CNPY2"
"TRAPPC9",2.12383299584283e-168,0.402394834947733,0.314,0.043,5.59247704465333e-164,"2","TRAPPC9"
"NR4A2",3.31427354986607e-168,0.556478503150033,0.338,0.05,8.72714511150734e-164,"2","NR4A2"
"KPNA6",3.92621001898305e-168,0.306890172103594,0.611,0.16,1.03384962219862e-163,"2","KPNA6"
"SCAMP5",1.57296398605598e-167,0.257854736502134,0.563,0.135,4.14192876808262e-163,"2","SCAMP5"
"BEX2",3.97774303072897e-167,0.331343560248011,0.496,0.107,1.04741929485155e-162,"2","BEX2"
"TXNIP",6.46070636286222e-167,0.496522047248068,0.516,0.116,1.70123319946888e-162,"2","TXNIP"
"CNIH2",1.38684467646847e-166,0.252863531640869,0.636,0.159,3.65183940207678e-162,"2","CNIH2"
"TMED8",1.99617072516384e-166,0.29325194277258,0.407,0.073,5.25631675350142e-162,"2","TMED8"
"CERCAM",2.41744726041119e-166,0.527945493042967,0.454,0.095,6.36562212611473e-162,"2","CERCAM"
"PRSS3",2.69560183190105e-166,0.388108736952934,0.281,0.032,7.09805874376185e-162,"2","PRSS3"
"ZFP36",3.57162763922209e-166,0.51273717964986,0.774,0.235,9.4048098995996e-162,"2","ZFP36"
"SLC16A10",4.50793314982327e-166,0.886286340329632,0.5,0.122,1.18702895701146e-161,"2","SLC16A10"
"WDFY2",7.64281109549271e-166,0.374419500852707,0.459,0.096,2.01250501766514e-161,"2","WDFY2"
"INSIG1",7.93675021124054e-166,0.453574704245443,0.415,0.077,2.08990506562386e-161,"2","INSIG1"
"SDC2",1.39480236062809e-165,0.343636017798158,0.379,0.065,3.67279357600588e-161,"2","SDC2"
"DNAJC7",2.16648348413062e-165,0.633385570860122,0.676,0.212,5.70478431041274e-161,"2","DNAJC7"
"C17orf89",4.61413438849646e-165,0.311993628346268,0.434,0.086,1.21499386717889e-160,"2","C17orf89"
"GRINA",4.79822768806243e-165,0.262477583282961,0.597,0.153,1.2634693148206e-160,"2","GRINA"
"ABLIM1",8.45165229426036e-165,0.404846389117547,0.431,0.085,2.22548908212464e-160,"2","ABLIM1"
"ARNT2",1.21859435969039e-164,0.314515315102593,0.347,0.053,3.20880266793672e-160,"2","ARNT2"
"FADS1",1.25647158479172e-164,0.412552371297546,0.453,0.094,3.30854097707357e-160,"2","FADS1"
"SPINT21",1.85719581537582e-164,0.884839184543182,0.994,0.492,4.89036802104761e-160,"2","SPINT2"
"RAB26",2.04589506367839e-164,0.364970476618181,0.383,0.066,5.38725088167794e-160,"2","RAB26"
"LSM7",2.92302017185676e-164,0.301026542914241,0.553,0.135,7.69689671653321e-160,"2","LSM7"
"NUDT3",3.27683527512544e-164,0.374461735880922,0.656,0.182,8.6285626464603e-160,"2","NUDT3"
"RAP1GAP",4.53111315743796e-164,0.357586098459166,0.419,0.078,1.19313271661656e-159,"2","RAP1GAP"
"PTOV1",6.4798142910483e-164,0.36878114556658,0.609,0.161,1.70626469911884e-159,"2","PTOV1"
"IRS2",6.89851795394705e-164,0.503232449654824,0.615,0.17,1.81651774763334e-159,"2","IRS2"
"LRRC58",7.82775142134164e-164,0.47753383764111,0.563,0.146,2.06120350426768e-159,"2","LRRC58"
"H1FX1",9.49374294402836e-164,0.571749095899567,0.825,0.271,2.49989239202155e-159,"2","H1FX"
"PRDX2",1.17493475571361e-163,0.284747525427961,0.67,0.191,3.09383819874508e-159,"2","PRDX2"
"TMEM147",3.06815184847217e-163,0.302213173843811,0.576,0.148,8.07905744739692e-159,"2","TMEM147"
"MUC13",6.40688749511972e-163,0.542193972254834,0.378,0.064,1.68706161521493e-158,"2","MUC13"
"CHST12",7.77644732807455e-163,0.765557496643226,0.606,0.19,2.04769411042859e-158,"2","CHST12"
"SLC40A1",1.22109395815158e-162,0.430673371457775,0.274,0.032,3.21538461060473e-158,"2","SLC40A1"
"ZNF793",1.33204524256311e-162,0.574039741058912,0.368,0.064,3.50754153271718e-158,"2","ZNF793"
"OS9",2.84087143481326e-162,0.26060804471331,0.634,0.174,7.48058266215029e-158,"2","OS9"
"PRDX4",2.89117540160127e-162,0.368074345289655,0.406,0.076,7.61304306749647e-158,"2","PRDX4"
"DAP",3.56665898960396e-162,0.365139403868569,0.768,0.239,9.39172645142515e-158,"2","DAP"
"ADAMTSL2",4.30450029075747e-162,0.378923216005341,0.389,0.068,1.13346101656226e-157,"2","ADAMTSL2"
"SLC25A25",7.74788394901683e-162,0.387921708652088,0.32,0.047,2.04017280145511e-157,"2","SLC25A25"
"TIMM17B",9.30985427134377e-162,0.272409312738332,0.466,0.1,2.45147082673024e-157,"2","TIMM17B"
"ABHD14A",1.04948159632497e-161,0.361064444734634,0.293,0.038,2.76349493944292e-157,"2","ABHD14A"
"PRDX5",1.51766998796866e-161,0.30067219578214,0.583,0.152,3.99632861231909e-157,"2","PRDX5"
"MARCH6",6.75248526496902e-161,0.302871152129096,0.483,0.108,1.77806441997164e-156,"2","MARCH6"
"RFX6",9.22258266559972e-161,0.323734344977814,0.325,0.047,2.42849046750572e-156,"2","RFX6"
"ERP29",1.08194705214642e-160,0.298798883824892,0.9,0.311,2.84898297771195e-156,"2","ERP29"
"USP8",1.89141727921063e-160,0.557189174911827,0.53,0.135,4.98047997961742e-156,"2","USP8"
"RAB3C",1.97780402992728e-160,0.38209077319534,0.279,0.034,5.20795357160451e-156,"2","RAB3C"
"DLG4",3.96522857818263e-160,0.363651790375489,0.371,0.064,1.04412398920705e-155,"2","DLG4"
"NDRG1",1.03292375825586e-159,0.262774719597477,0.564,0.14,2.71989484023934e-155,"2","NDRG1"
"LGALS3BP",1.09954010487531e-159,0.318863748542262,0.766,0.231,2.89530900415767e-155,"2","LGALS3BP"
"POMT1",1.32120779326026e-159,0.674757380430351,0.435,0.094,3.47900436121292e-155,"2","POMT1"
"NEUROD1",1.6212292709256e-159,0.394363843591845,0.766,0.227,4.26902091620128e-155,"2","NEUROD1"
"PARK7",6.0448513128346e-159,0.295853371640437,0.725,0.226,1.59173024769561e-154,"2","PARK7"
"CD320",7.89308708577597e-159,0.411882783147434,0.325,0.049,2.07840769142653e-154,"2","CD320"
"GCLM",8.08160151223889e-159,0.417174192098288,0.449,0.098,2.12804731020274e-154,"2","GCLM"
"MINOS1",1.13064967559609e-158,0.348372357029469,0.599,0.161,2.97722672577962e-154,"2","MINOS1"
"SNAP25",1.15573035123622e-158,0.359629301387444,0.435,0.089,3.04326916087521e-154,"2","SNAP25"
"GABPB1-AS1",1.28051193156383e-158,0.624603380384813,0.508,0.131,3.37184401819388e-154,"2","GABPB1-AS1"
"LRRFIP1",1.49994931831515e-158,0.282356203727244,0.574,0.147,3.94966654498745e-154,"2","LRRFIP1"
"NOMO3",2.41514278471698e-158,0.37598029628577,0.566,0.146,6.35955398071675e-154,"2","NOMO3"
"ARL6IP4",2.70143938455577e-158,0.256688658698068,0.649,0.182,7.11343018741225e-154,"2","ARL6IP4"
"CHDH",3.90093548134369e-158,0.310387047241873,0.449,0.096,1.02719433094742e-153,"2","CHDH"
"SSBP4",7.36341752565837e-158,0.349468990712622,0.435,0.089,1.93893510285636e-153,"2","SSBP4"
"GTF2I",1.63252039351934e-157,0.607069640040046,0.804,0.28,4.29875270021513e-153,"2","GTF2I"
"TMED3",1.69355621438864e-157,0.268462762564754,0.857,0.289,4.45947222372816e-153,"2","TMED3"
"HPN",2.83963665555918e-157,0.526791989112982,0.355,0.06,7.47733124141842e-153,"2","HPN"
"CCDC88A",4.43970568430668e-157,0.568252869791163,0.428,0.091,1.16906330079163e-152,"2","CCDC88A"
"DISP2",1.08738578215865e-156,0.642157505540315,0.42,0.09,2.86330424158014e-152,"2","DISP2"
"ERO1LB",1.6157641455272e-156,0.256328886432604,0.729,0.21,4.25463014800222e-152,"2","ERO1LB"
"KDM1A",1.7371674239933e-156,0.475721978421751,0.465,0.107,4.57430926085917e-152,"2","KDM1A"
"FAM46A",2.82102066738823e-156,0.41825692652434,0.396,0.076,7.42831162136668e-152,"2","FAM46A"
"ZDHHC14",4.86202523483744e-156,0.324484854966311,0.322,0.049,1.28026848483739e-151,"2","ZDHHC14"
"PPM1K",5.16013822445296e-156,0.356129044944801,0.395,0.075,1.35876759726295e-151,"2","PPM1K"
"C19orf53",8.69996115352154e-156,0.267302727411591,0.649,0.182,2.29087377094529e-151,"2","C19orf53"
"KLHL42",1.63329294640586e-155,0.285716505453226,0.438,0.092,4.30078698647592e-151,"2","KLHL42"
"NNT",1.99580777659207e-155,0.383977803573531,0.431,0.09,5.25536103732225e-151,"2","NNT"
"DNM1",3.89315397571239e-155,0.387944493550995,0.368,0.066,1.02514530488459e-150,"2","DNM1"
